Subject Code,Faculty Code,Subject Name,Subject Short Name,Subject Level,Subject Length,Subject Value,Status,Subject Fee,ED Subject Group Code,ED Year Level,ED Subject Code,Instruction Time,SSABSA Subject Code,SACE Stage,SACE Units,Course Name,SACE Code,FTE,TRT Days,Enrol Date,End Date,GL Account,Transaction Ref,future SACE,Result Type
1SOM10,SP,SOCIETY & CULTURE MODIFIED,,11,,,,,01,11,EG,,1SOM10,1,10,,SOM,0,0,,,,,Y,N
1SOM10B,SP,SOCIETY & CULTURE: MODIFIED,,11,,,,,06,11,SS,,1SOM10,1,10,,SOM,0,0,,,,,Y,N
1SOM20,SP,SOCIETY & CULTURE: MODIFIED,,11,,,,,06,11,SS,,1SOM20,1,20,,SOM,0,0,,,,,Y,N
1SOR,SV,SOCIETY & CULTURE,,11,2,,O,,06,11,SV,,1SOR10,1,10,1SOR,SOR,0,0,,,,,Y,G
1STU,SC,SCIENTIFIC STUDIES,,11,2,,,,05,11,SC,,1STU10,1,10,,STU,0,0,,,,,Y,G
1VAA,AT,ART PRACTICAL,,11,2,,O,,07,11,AT,,1VAA10,1,10,1VAA,VAA,0,0,,,,,Y,G
1VAD,AT,DESIGN PRACTICAL,,11,2,,I,,07,11,DE,,1VAD10,1,10,1VAD,VAD,0,0,,,,,Y,G
1VEG1,EG,ENGLISH,,11,2,,I,,01,11,EG,,1ENG1,1,1,1VEG1,ENG,0,0,,,,,N,
1WPS,FL,WORKPLACE PRACTICES,,11,2,,I,,09,11,WD,,1WPS10,1,10,1WPS,WPS,0,0,,,,,Y,G
2ABG,PE,SAASTA ABORIGINAL STUDIES,,12,2,,O,,04,12,PE,,2ILB20,2,20,,ILB,0,0,,,,,Y,S
2APC,PE,ABORIGINAL POWER CUP,,12,4,,I,,04,12,PE,,2ILG20,2,20,,ILG,0,0,,,,,Y,S
2BEM10,SP,BUSINESS & ENTERPRISE: MODIFIED,,12,,,,,06,12,BS,,2BEM10,2,10,,BEM,0,0,,,,,Y,N
2BGY,SC,BIOLOGY,,12,4,,O,,05,12,BL,,2BGY20,2,20,,BGY,0,0,,,,,Y,S
2BIG,SC,BIOLOGY,,12,4,,I,,05,12,BL,,2BIG20,2,20,2BIG,BIG,0,0,,,,,Y,S
2CARE,AD,CARE GROUP,,12,4,,O,,09,12,PA,,,,,,,0,0,,,,,N,
2CCA,IT,DIGITAL PHOTOGRAPHY,,12,4,,O,,08,12,PH,,2CCB20,2,20,,CCB,0,0,,,,,Y,S
2CEM,SC,CHEMISTRY,,12,4,,O,,05,12,CH,,2CEM20,2,20,,CEM,0,0,,,,,Y,S
2CHC20,LE,CHINESE (CONTINUERS),,12,,,I,,02,12,CI,,2CHC20,2,20,,CHC,0,0,,,,,Y,S
2CME,SC,CHEMISTRY,,12,4,,I,,05,12,CH,,2CME20,2,20,2CME,CME,0,0,,,,,Y,S
2CSD,HE,CHILD STUDIES,,12,4,,O,,04,12,CZ,,2CSD20,2,20,2CSD,CSD,0,0,,,,,Y,S
2CSD1,IT,CHILD STUDIES,,12,4,,I,,09,12,HE,,2CSD20,2,20,2CSD1,CSD,0,0,,,,,Y,S
2CVAMU,AT,CREATIVE ARTS (MUSIC),,12,4,,O,,07,12,MU,,2CVA20,2,20,,CVA,0,0,,,,,Y,S
2CVM10,SP,CREATIVE ARTS: MODIFIED,,12,,,,,07,12,ZD,,2CVM10,2,10,,CVM,0,0,,,,,Y,N
2CVM20,SP,CREATIVE ARTS: MODIFIED,,12,,,,,07,12,AT,,2CVM20,2,20,,CVM,0,0,,,,,Y,N
2CVM20A,SP,CREATIVE ARTS: MODIFIED,,12,,,,,07,12,AT,,2CVM20,2,20,,CVM,0,0,,,,,Y,N
2CXDCE,SV,CULTURAL EXPLORATIONS,,12,4,,O,,06,12,SS,,2CXD20,2,20,,CXD,0,0,,,,,Y,
2CXM10,SP,CROSS DISCIPLINARY STUDIES: MODIFIED,,12,,,,,09,12,ZV,,2CXM10,2,10,,CXM,0,0,,,,,Y,N
2CXM20,SP,CROSS DISCIPLINARY STUDIES: MODIFIED,,12,,,,,09,12,ZV,,2CXM20,2,20,,CXM,0,0,,,,,Y,N
2DAE,AT,DANCE,,12,4,,I,,07,12,DA,,2DAE20,2,20,2DAE,DAE,0,0,,,,,Y,S
2DCSDP,IT,DIGITAL PRODUCTS,,12,4,,O,,08,12,IF,,2IES20,2,20,,IES,0,0,,,,,Y,S
2DCSDPH,IT,DIGITAL PHOTOGRAPHY,,12,4,,O,,08,12,PH,,2DCS20,2,20,,DCS,0,0,,,,,Y,
2DCSPH,IT,PHOTOGRAPHY,,12,4,,O,,08,12,IF,,,,,,,0,0,,,,,N,
2DGT,IT,DIGITAL TECHNOLOGIES,,12,4,,I,,08,12,IF,,2DGT20,2,20,,DGT,0,0,,,,,Y,S
2EAL,ED,ENGLISH AS AN ADDITIONAL LANGUAGE,,12,4,,O,,01,12,EG,,2EAL20,2,20,,EAL,0,0,,,,,Y,S
2ECS,EG,ENGLISH COMMUNICATIONS,,12,4,,I,,01,12,EG,,,,,2ECS,,0,0,,,,,N,S
2EGA,ED,ENGLISH AS A SECOND LANGUAGE,,12,4,,I,,01,12,EG,,,,,,,0,0,,,,,N,S
2ELS,EG,ENGLISH LITERARY STUDIES,,12,4,,I,,01,12,EG,,,,,,,0,0,,,,,N,
2END,EG,ENGLISH STUDIES,,12,4,,I,,01,12,EG,,,,,,,0,0,,,,,N,S
2EPM10,SP,ENGLISH PATHWAYS: MODIFIED,,12,,,,,01,12,EG,,2EPM10,2,10,,EPM,0,0,,,,,Y,N
2EPM20,SP,ENGLISH PATHWAYS: MODIFIED,,12,,,,,01,12,EG,,2EPM20,2,20,,EPM,0,0,,,,,Y,N
2EPM20B,SP,ENGLISH PATHWAYS: MODIFIED,,11,,,,,01,11,EG,,2EPM20,2,20,,EPM,0,0,,,,,Y,N
2EPW,EG,ENGLISH PATHWAYS,,12,4,,I,,01,12,EG,,,,,2EPW,,0,0,,,,,N,S
2ESH,EG,ENGLISH,,12,4,,O,,01,12,EG,,2ESH20,2,20,,ESH,0,0,,,,,Y,S
2ETE,EG,ESSENTIAL ENGLISH,,12,4,,O,,01,12,EG,,2ETE20,2,20,,ETE,0,0,,,,,Y,S
2FOH,IT,FOOD & HOSPITALITY STUDIES,,12,4,,O,,04,12,HE,240,2FOH20,2,20,2FOH,FOH,,,,,,,Y,S
2HEH,PE,HEALTH,,12,4,,O,50,04,12,HA,,2HEW20,2,20,2HEH,HEW,0,0,,,R-CHP-6490,G03,Y,S
2HEM10,SP,HEALTH: MODIFIED,,12,,,,,04,12,HA,,2HEM10,2,10,,HEM,0,0,,,,,Y,N
2HEM20,SP,HEALTH: MODIFIED,,12,,,,,09,12,HA,,2HEM20,2,20,,HEM,0,0,,,,,Y,N
2HEW,PE,HEALTH AND WELLBEING,,12,4,,O,,04,12,HA,,2HEW20,2,20,,HEW,0,0,,,,,Y,
2HWM20,SP,HEALTH & WELLBEING: MODIFIED,,12,4,,O,,04,12,HQ,,2HWM20,2,20,,HWM,0,0,,,,,Y,
2IESDPR,IT,DIGITAL PRODUCTS,,12,4,,O,,08,12,ET,,2IES20,2,20,,IES,0,0,,,,,Y,
2IESMW,IT,METALWORK,,12,4,,O,,08,12,DT,,2IES20,2,20,,IES,0,0,,,,,Y,
2ILABGY,SC,INTEGRATED BIOLOGY,,12,2,,,,05,12,BL,,,,,,,0,0,,,,,N,
2ILAMA,MA,INTEGRATED LEARNING MATHS,,12,,,I,,03,12,MX,,,,,,,0,0,,,,,N,
2ILASC,SC,INTEGRATED LEARNING SCIENCE,,12,,,I,,05,12,SC,,2ILA20,2,20,,ILA,0,0,,,,,Y,S
2ILASS,PE,"SPORT, HEALTH & PHYSICAL ACTIVITY",,12,4,,O,,04,12,PE,,2ILA20,2,20,,ILA,0,0,,,,,Y,S
2ILBPSC,SC,PSYCHOLOGY INTEGRATED LEARNING,,12,,,I,,05,12,SC,,2ILB20,2,20,,ILB,0,0,,,,,Y,S
2ILBPWR,PE,POWER CUP,,12,4,,O,,04,12,PE,,2ILB20,2,20,,ILB,0,0,,,,,Y,S
2ILBSP,AT,STAGE PRODUCTION,,12,4,,O,,07,12,AT,,2ILB20,2,20,,ILB,0,0,,,,,Y,S
2ILGPC,PE,ABORIGINAL POWER CUP,,12,4,,I,,04,12,PE,,2ILH20,2,20,,ILH,0,0,,,,,Y,S
2ILGSP,AT,STAGE PRODUCTION,,12,4,,I,,07,12,DA,,2ILB20,2,20,2ILGSP,ILB,0,0,,,,,Y,S
2ILGSS,PE,SPORTS STUDIES,,12,4,,I,,04,12,PE,,2ILG20,2,20,,ILG,0,0,,,,,Y,S
2ILHPC,PE,POWER CUP,,12,4,,I,,04,12,HQ,,2ILG20,2,20,,ILG,0,0,,,,,Y,S
2ILHSA,PE,SAASTA INTEGRATED LEARNING,,12,4,,O,,04,12,PE,,2ILB20,2,20,,ILB,0,0,,,,,Y,S
2ILHSP,AT,STAGE PRODUCTION,,12,4,,I,,07,12,AT,,,,,,,0,0,,,,,N,S
2ILNMTH,MA,MATHS SKILLS FOR LIFE,,12,4,,O,,03,12,MX,,2ILA20,2,20,,ILA,0,0,,,,,Y,
2ILNPSC,SC,INTEGRATED PSYCHOLOGY,,12,4,,O,,05,12,PW,,2ILB20,2,20,,ILB,0,0,,,,,Y,
2ILNSC,SC,SCIENCE AND HEALTHY LIFESTYLE,,12,4,,O,,05,12,SC,,2ILA20,2,20,,ILA,0,0,,,,,Y,
2ILNST,AT,URBAN STREET ART & COMMUNITY ART,,12,4,,O,,07,12,AT,,2ILA20,2,20,,ILA,0,0,,,,,Y,
2ILPP,SV,POLITICAL PHILOSOPHY,,12,4,,O,,06,12,SV,,2ILA20,2,20,,ILA,0,0,,,,,Y,
2INCEM,SC,INTEGRATED CHEMISTRY,,12,,,,,05,12,CH,,2ILB20,2,20,,ILB,0,0,,,,,Y,
2IPR,IT,DIGITAL PRODUCTIONS,,12,4,,I,,08,12,IQ,,,,,,,0,0,,,,,N,S
2IPRA,SV,INFORMATION PROCESSING & PUBLISHING,,12,2,,I,,06,12,ZV,,2IPR20,2,20,2IPRA,IPR,0,0,,,,,Y,S
2IPRB,SV,INFORMATION PROCESSING & PUBLISHING,,12,2,,I,,06,12,ZV,,2IPR10,2,10,2IPRB,IPR,0,0,,,,,Y,S
2ITB,LE,ITALIAN (BEGINNERS),,12,4,,I,,02,12,IT,,2ITB20,2,20,,ITB,0,0,,,,,Y,S
2MBL10,AT,ENSEMBLE PERFORMANCE,,12,,,I,,07,12,MU,,,,,,,0,0,,,,,N,S
2MCG10,AT,COMPOSING AND ARRANGING,,12,,,I,,07,12,MU,,,,,,,0,0,,,,,N,S
2MCN,MA,MATHS APPLICATIONS,,12,4,,I,,03,12,MA,,2MCN20,2,20,2MCN,MCN,0,0,,,,,Y,S
2MDS,MA,MATHEMATICAL STUDIES,,12,4,,I,,03,12,MA,,,,,,,0,0,,,,,N,S
2MEM,MA,ESSENTIAL MATHEMATICS,,12,4,,O,,03,12,MA,,2MEM20,2,20,,MEM,0,0,,,,,Y,S
2MEP1A,AT,MUSIC ENSEMBLE PERFORMANCE,,12,4,,I,,07,12,MT,120,2MEP1,2,1,,MEP,0,0,,,,,N,S
2MFC10,AT,SOLO PERFORMANCE,,12,,,I,,07,12,MU,,,,,,,0,0,,,,,N,S
2MGM,MA,GENERAL MATHEMATICS,,12,4,,O,,03,12,MA,,2MGM20,2,20,,MGM,0,0,,,,,Y,S
2MHD,MA,MATHEMATICAL STUDIES,,12,4,,I,,03,12,MA,,,,,2MHD,,0,0,,,,,N,S
2MHS,MA,MATHEMATICAL METHODS,,12,4,,O,,03,12,MA,,2MHS20,2,20,,MHS,0,0,,,,,Y,S
2MIS1,AT,MUSIC INDIVIDUAL STUDY,,12,,,I,,07,12,MU,,,,,,,0,0,,,,,N,S
2MMAM,IT,METALWORK,,12,2,,I,,08,12,TP,,,,,,,0,0,,,,,N,S
2MMAOC,IT,OUTDOOR CONSTRUCTION,,12,4,,I,,08,12,TP,,,,,,,0,0,,,,,N,S
2MMAW,IT,WOODWORK,,12,4,,I,,08,12,TP,,,,,,,0,0,,,,,N,S
2MPF10,AT,PERFORMANCE SPECIAL STUDY,,12,,,I,,07,12,MU,,,,,,,0,0,,,,,N,S
2MPM10,SP,MATHS PATHWAYS: MODIFIED,,12,,,,,03,12,ZL,,2MPM10,2,10,,MPM,0,0,,,,,Y,N
2MPM20,SP,MATHEMATICS: MODIFIED,,12,,,,,03,12,MA,,2MPM20,2,20,,MPM,0,0,,,,,Y,N
2MPM20B,SP,MATHS PATHWAYS: MODIFIED,,12,,,,,03,12,MX,,2MPM20,2,20,,MPM,0,0,,,,,Y,N
2MPW,MA,MATHS PATHWAYS,,12,4,,I,,03,12,MA,,,,,2MPW,,0,0,,,,,N,S
2MRSM,IT,METALWORK,,12,4,,O,,08,12,DT,,2IES20,2,20,,IES,0,0,,,,,Y,S
2MRSW,IT,FURNITURE CONSTRUCTION,,12,4,,O,,08,12,DT,,2MRS20,2,20,,MRS,0,0,,,,,Y,S
2MSC,MA,SPECIALIST MATHS,,12,4,,O,,03,12,MA,,2MSC20,2,20,2MSC,MSC,0,0,,,,,Y,S
2MSP1A,AT,MUSIC SOLO PERFORMANCE,,12,4,,I,,07,12,MT,120,2MSP1,2,1,,MSP,0,0,,,,,N,S
2MUS,AT,MUSIC,,12,4,,I,,07,12,MU,,,,,,,0,0,,,,,N,
2MVS10,AT,MUSIC INDIVIDUAL STUDY,,12,,,I,,07,12,MU,,,,,,,0,0,,,,,N,S
2PD,CC,PERSONAL DEVELOPMENT,,12,4,,O,,09,12,HQ,,,,,,,0,0,,,,,N,
2PHD,PE,PHYSICAL EDUCATION,,12,4,,O,50,04,12,PE,,2PHD20,2,20,2PHD,PHD,0,0,,,R-CXC-6460-0005,G03,Y,S
2PHE,PE,PHYSICAL EDUCATION,,12,4,,I,50,04,12,PE,,,,,2PHE,,0,0,,,R-CXC-6460-0005,G03,N,S
2PLP,CC,PATHWAYS,,12,4,,O,,09,12,SV,,,,,,,0,0,,,,,N,
2PPP,SV,"POLITICS, POWER AND PEOPLE",,12,4,,O,,06,12,PG,,2PPP20,2,20,,PPP,0,0,,,,,Y,
2PPS,SV,PHILOSOPHY,,12,4,,O,,06,12,PZ,,2PPS20,2,20,,PPS,0,0,,,,,Y,
2PSC,SC,PSYCHOLOGY,,12,4,,O,,05,12,ZC,,2PSC20,2,20,2PSC,PSC,0,0,,,,,Y,S
2PYI,SC,PHYSICS,,12,4,,O,,05,12,PC,,2PYI20,2,20,,PYI,0,0,,,,,Y,S
2PYS,SC,PHYSICS,,12,4,,I,,05,12,PC,,,,,2PYS,,0,0,,,,,N,S
2RES,IT,ROBOTIC AND ELECTRONIC SYSTEMS,,12,4,,O,,08,12,DT,,2RES20,2,20,,RES,0,0,,,,,Y,
2RPA,RP,RESEARCH PROJECT A,,12,2,,O,,06,12,MS,,2RPA10,2,10,2RPA,RPA,0,0,,,,,Y,S
2RPB,RP,RESEARCH PROJECT B,,12,2,,O,,09,12,ZV,,2RPB10,2,10,,RPB,0,0,,,,,Y,S
2RPJ1,RP,RESEARCH PROJECT,,12,2,,O,,06,12,SV,,2RPB10,2,10,,RPB,0,0,,,,,Y,S
2RPJA,RP,RESEARCH PROJECT (VOC),,12,2,,I,,06,12,SV,,2RPJ10,2,10,,RPJ,0,0,,,,,Y,S
2RPJB,RP,RESEARCH PROJECT (UNI),,12,2,,I,,06,12,SV,,2RPJ10,2,10,,RPJ,0,0,,,,,Y,S
2RPM10,SP,RESEARCH PROJECT: MODIFIED,,12,,,,,09,12,ZV,,2RPM10,2,10,,RPM,0,0,,,,,Y,N
2SCF,SC,SCIENTIFIC STUDIES,,12,4,,I,,05,12,SC,,2STU20,2,20,,STU,0,0,,,,,Y,S
2SCF20,SC,SCIENTIFIC STUDIES,,12,,,I,,05,12,BL,,,,,,,0,0,,,,,N,S
2SFM20,SP,SCIENTIFIC STUDIES: MODIFIED,,12,,,,,05,12,SC,,2SFM20,2,20,,SFM,0,0,,,,,Y,N
2SOM10,SP,SOCIETY & CULTURE: MODIFIED,,12,,,,,06,12,SS,,2SOM20,2,20,,SOM,0,0,,,,,Y,N
2SOM20,SP,SOCIETY & CULTURE: MODIFIED,,12,,,,,09,12,ZV,,2SOM20,2,20,,SOM,0,0,,,,,Y,N
2SOM20B,SP,SOCIETY & CULTURE: MODIFIED,,12,,,,,09,12,ZL,,2SOM20,2,20,,SOM,0,0,,,,,Y,N
2SOR,SV,SOCIETY & CULTURE,,12,4,,O,,06,12,SV,,2SOR20,2,20,2SOR,SOR,0,0,,,,,Y,S
2STU,SC,SCIENTIFIC STUDIES,,12,4,,O,,05,12,SC,,2STU20,2,20,,STU,0,0,,,,,Y,S
2VAA,AT,VISUAL ARTS - ART,,12,4,,O,,07,12,AT,,2VAA20,2,20,2VAA,VAA,0,0,,,,,Y,S
2VAD,AT,DESIGN,,12,4,,I,,07,12,DE,,,,,2VAD,,0,0,,,,,N,S
2WPA,FL,WORKPLACE PRACTICES,,12,2,,I,,09,12,ZV,,2WPC20,2,20,2WPA,WPC,0,0,,,,,Y,S
2WPAH,FL,WORKPLACE PRACTICES (HYBRID),,12,2,,I,,09,12,WD,,2WPA10,2,10,,WPA,0,0,,,,,Y,S
2WPB,FL,WORK PLACE PRACTICES,,12,2,,I,,09,12,ZL,,,,,2WPB,,0,0,,,,,N,S
2WPC,FL,WORKPLACE PRACTICES,,12,4,,O,,09,12,MS,,2WPC20,2,20,,WPC,0,0,,,,,Y,S
8ART,AT,VISUAL ART,,08,1,,O,,07,08,AT,,,,,,,0,0,,,,,N,
8ART1,AT,ART,ART,08,1,,I,,07,08,AT,,,,,8ART1,,0,0,,,,,N,
8ARTD,AT,ART/DESIGN,,08,1,,I,,07,08,AT,,,,,8ARTD,,0,0,,,,,N,
8CARE,AD,CARE GROUP,,08,4,,O,,09,08,MS,,,,,,,0,0,,,,,N,
8CARE1,AD,CARE GROUP,,08,4,,I,,09,08,PA,100,,,,8CARE1,,0,0,,,,,N,
8CER,AT,CERAMICS,,08,1,,,,07,08,AT,,,,,,,0,0,,,,,N,
8CFFL,IT,CREATIVE FOOD FOR LIFE,,08,1,,O,,04,08,HE,,,,,,,0,0,,,,,N,
8CHI,LE,CHINESE,,08,2,,O,,02,08,CI,,,,,,,0,0,,,,,N,
8CHI1,LE,CHINESE,,08,4,,I,,02,08,CI,,,,,8CHI1,,0,0,,,,,N,
8DAN,AT,DANCE,,08,1,,O,,07,08,DA,,,,,,,0,0,,,,,N,
8DANS1,AT,DANCE,,08,1,,I,,07,08,DA,240,,,,8DANS1,,0,0,,,,,N,
8DASD,AT,STAGE DESIGN,,08,,,I,,07,08,AT,,,,,8DASD,,0,0,,,,,N,
8DDN,IT,DIGITAL DESIGN,,08,1,,I,,08,08,IF,,,,,,,0,0,,,,,N,
8DIMS1,AT,DIGITAL MUSIC,,08,1,,I,,07,08,MU,240,,,,8DIMS1,,0,0,,,,,N,
8DRA,AT,DRAMA,,08,1,,O,,07,08,DR,,,,,8DRA,,0,0,,,,,N,
8DRAS1,AT,DRAMA,,08,1,,I,,07,08,DR,240,,,,8DRAS1,,0,0,,,,,N,
8DTE,IT,DIGITAL TECHNOLOGY,,08,4,,I,,08,08,ET,,,,,,,0,0,,,,,N,
8DTEA,IT,DIGITAL TECHNOLOGY,,08,1,,O,,08,08,IF,,,,,,,0,0,,,,,N,
8DTEB,IT,DIGITAL TECHNOLOGY APPS,,08,1,,O,,08,08,IF,,,,,,,0,0,,,,,N,
8EALA,ED,ENGLISH AS AN ADDITIONAL LANG A,,08,4,,O,,01,08,TX,,,,,,,0,0,,,,,N,
8EALB,ED,ENGLISH AS AN ADDITIONAL LANG B,,08,4,,O,,01,08,TX,,,,,,,0,0,,,,,N,
8ENG,EG,ENGLISH,,08,4,,I,,01,08,EG,,,,,,,0,0,,,,,N,
8ENG1,EG,ENGLISH,,08,2,,I,,01,08,EG,240,,,,8ENG1,,0,0,,,,,N,
8ENGL,EG,ENGLISH,,08,4,,O,,01,08,EG,,,,,,,0,0,,,,,N,
8ENGO,EG,ENGLISH,,08,4,,O,,01,08,EG,,,,,,,0,0,,,,,N,
8ENGP,EG,ENGLISH,,08,4,,O,,01,08,EG,,,,,,,0,0,,,,,N,
8ENGX,EG,ENGLISH,,08,4,,I,,01,08,EG,,,,,,,0,0,,,,,N,
8ENGY,EG,LANGUAGE,,08,4,,I,,01,08,EG,,,,,,,0,0,,,,,N,
8ENGZ,EG,ENGLISH,,08,4,,I,,01,08,EG,,,,,,,0,0,,,,,N,
8ESL,ED,ENGLISH AS A SECOND LANGUAGE PHASE 3/4,,08,4,,I,,02,08,EG,,,,,8ESL,,0,0,,,,,N,
8ESL1,ED,ENGLISH 2ND LANG,,08,2,,I,,01,08,EG,240,,,,8ESL1,,0,0,,,,,N,
8ESLA,ED,ENGLISH AS A SECOND LANGUAGE A,,08,4,,I,,01,08,TX,,,,,,,0,0,,,,,N,
8ESLB,ED,ENGLISH AS A SECOND LANGUAGE B,,08,4,,I,,01,08,TX,,,,,,,0,0,,,,,N,
8ESLEA,ED,ENGLISH AS A SECOND LANGUAGE A,,08,4,,I,,01,08,TX,,,,,,,0,0,,,,,N,
8ESLEB,ED,ENGLISH AS A SECOND LANGUAGE B,,08,4,,I,,01,08,TX,,,,,,,0,0,,,,,N,
8FOD,IT,FOOD AND NUTRITION,,08,1,,O,,08,08,HE,,,,,,,0,0,,,,,N,
8GER1,LE,GERMAN,,08,2,,I,,02,08,GM,240,,,,8GER1,,0,0,,,,,N,
8GRK1,LE,GREEK,,08,2,,I,,02,08,GK,240,,,,8GRK1,,0,0,,,,,N,
8HEC,HE,FOOD,,08,1,,I,,04,08,HE,,,,,,,0,0,,,,,N,
8HEC1,HE,HOME EC,,08,1,,I,,08,08,HE,240,,,,8HEC1,,0,0,,,,,N,
8HEC2,HE,HOME EC,,08,1,,I,,08,08,HE,200,,,,8HEC2,,0,0,,,,,N,
8HPE,PE,HEALTH AND PHYSICAL EDUCATION,,08,2,,O,,04,08,PE,,,,,,,0,0,,,,,N,
8HUM,SV,HUMANITIES,,08,4,,I,,06,08,SV,,,,,,,0,0,,,,,N,
8HUME,SV,HUMANITIES,,08,4,,O,,06,08,SV,,,,,,,0,0,,,,,N,
8HUML,SV,HUMANITIES,,08,4,,O,,06,08,SV,,,,,,,0,0,,,,,N,
8HUMO,SV,HUMANITIES,,08,4,,O,,06,08,SV,,,,,,,0,0,,,,,N,
8HUMP,SV,HUMANITIES,,08,4,,O,,06,08,SV,,,,,,,0,0,,,,,N,
8HUMTE,SV,HUMANITIES,,08,1,,O,,06,08,SV,,,,,,,0,0,,,,,N,
8HUMTL,SV,HUMANITIES,,08,1,,O,,06,08,SV,,,,,,,0,0,,,,,N,
8HUMTO,SV,HUMANITIES,,08,1,,O,,06,08,SS,,,,,,,0,0,,,,,N,
8HUMTP,SV,HUMANITIES,,08,1,,O,,06,08,SV,,,,,,,0,0,,,,,N,
8HUMX,SV,HUMANITIES,,08,4,,I,,06,08,SV,,,,,,,0,0,,,,,N,
8HUMY,SV,HUMANITIES,,08,4,,I,,06,08,SS,,,,,,,0,0,,,,,N,
8HUMZ,SV,HUMANITIES,,08,4,,I,,06,08,SV,,,,,,,0,0,,,,,N,
8HUWFW,SV,HUMANITIES - WALK FOR WATER,,08,4,,O,,06,08,SV,,,,,,,0,0,,,,,N,
8ICT,IT,COMPUTING,,08,1,,I,,08,08,IF,,,,,8ICT,,0,0,,,,,N,
8ITA,LE,ITALIAN,,08,2,,O,,02,08,IT,,,,,8ITA,,0,0,,,,,N,
8ITA1,LE,ITALIAN,,08,4,,I,,02,08,IT,240,,,,8ITA1,,0,0,,,,,N,
8JAP,LE,JAPANESE,,08,2,,I,,02,08,JA,,,,,8JAP,,0,0,,,,,N,
8KAU,LE,KAURNA,,08,4,,I,,02,08,AB,,,,,,,0,0,,,,,N,
8KAU1,LE,KAURNA,,08,2,,I,,02,08,KN,,,,,8KAU1,,0,0,,,,,N,
8LINKENG,EG,LINK ENGLISH,,08,2,,I,,01,08,EG,,,,,,,0,0,,,,,N,
8LINKLIT,EG,LINK LITERACY,,08,2,,I,,01,08,EG,,,,,,,0,0,,,,,N,
8LINKMTH,MA,LINK MATHS,,08,2,,I,,03,08,MA,,,,,,,0,0,,,,,N,
8LINKSCI,SC,LINK SCIENCE,,08,2,,I,,05,08,SC,,,,,,,0,0,,,,,N,
8LINKSOS,SV,LINK HUMANITIES,,08,2,,,,06,08,SV,,,,,,,0,0,,,,,N,
8LIT,EG,ESL LITERACY,,08,2,,I,,01,08,EG,,,,,,,0,0,,,,,N,
8LITAF,EG,LITERACY,,08,4,,O,,01,08,EG,,,,,,,0,0,,,,,N,
8LITCOACH,CC,LITERACY COACHING,,08,,,,,09,08,MS,,,,,,,0,0,,,,,N,
