Subject Code,Faculty Code,Subject Name,Subject Short Name,Subject Level,Subject Length,Subject Value,Status,Subject Fee,ED Subject Group Code,ED Year Level,ED Subject Code,Instruction Time,SSABSA Subject Code,SACE Stage,SACE Units,Course Name,SACE Code,FTE,TRT Days,Enrol Date,End Date,GL Account,Transaction Ref,future SACE,Result Type
8LITE,EG,ESL LITERACY,,08,4,,I,,01,08,EG,,,,,,,0,0,,,,,N,
8LITP,EG,LITERACY,,08,4,,O,,01,08,EG,,,,,,,0,0,,,,,N,
8LITT,LS,LEARNING SUPPORT,,08,4,,I,,02,08,EG,,,,,,,0,0,,,,,N,
8LITY,EG,LITERACY,,08,4,,I,,01,08,EG,,,,,,,0,0,,,,,N,
8LITZ,EG,LITERACY,,08,2,,I,,01,08,EG,,,,,,,0,0,,,,,N,
8LNSP,LS,LEARNING SUPPORT,,08,4,,O,,02,08,EG,,,,,,,0,0,,,,,N,
8MDN,IT,MATERIALS DESIGN,,08,1,,I,,08,08,ZV,,,,,,,0,0,,,,,N,
8MDNM,IT,METALWORK,,08,1,,O,,08,08,DT,,,,,,,0,0,,,,,N,
8MDNW,IT,WOODWORK,,08,1,,O,,08,08,DT,,,,,,,0,0,,,,,N,
8MME,IT,DIGITAL MEDIA,,08,2,,I,,08,08,ME,,,,,,,0,0,,,,,N,
8MME1,AT,MULTIMEDIA,MM,08,1,,I,,07,08,ZO,,,,,8MME1,,0,0,,,,,N,
8MTH,MA,MATHEMATICS,,08,4,,I,,03,08,MA,,,,,,,0,0,,,,,N,
8MTH1,MA,MATHEMATICS,,08,4,,I,,03,08,MA,240,,,,8MTH1,,0,0,,,,,N,
8MTHE,MA,MATHEMATICS,,08,4,,O,,03,08,MA,,,,,,,0,0,,,,,N,
8MTHL,MA,MATHEMATICS,,08,4,,O,,03,08,MA,,,,,,,0,0,,,,,N,
8MTHO,MA,MATHEMATICS,,08,4,,O,,03,08,MA,,,,,,,0,0,,,,,N,
8MTHP,MA,MATHEMATICS,,08,4,,O,,03,08,MA,,,,,,,0,0,,,,,N,
8MTHX,MA,MATHEMATICS,,08,4,,I,,03,08,MA,,,,,,,0,0,,,,,N,
8MTHY,MA,MATHEMATICS,,08,4,,I,,03,08,MA,,,,,,,0,0,,,,,N,
8MTHZ,MA,MATHEMATICS,,08,4,,I,,03,08,MA,,,,,,,0,0,,,,,N,
8MUS,AT,MUSIC,,08,1,,O,,07,08,MU,,,,,,,0,0,,,,,N,
8MUS1,AT,MUSIC,,08,1,,I,,07,08,MU,240,,,,8MUS1,,0,0,,,,,N,
8MWK,TS,METALWORK,,08,1,,I,,08,08,DT,,,,,,,0,0,,,,,N,
8MWK1,TS,METALWORK,MW,08,1,,I,,08,08,MW,,,,,,,0,0,,,,,N,
8PD,CC,PERSONAL DEVELOPMENT,,08,4,,I,,09,08,HQ,,,,,,,0,0,,,,,N,
8PDV,CC,PERSONAL DEVELOPMENT,,08,4,,O,,09,08,MM,,,,,,,0,0,,,,,N,
8PED,PE,PHYSICAL EDUCATION,,08,2,,O,,04,08,PE,,,,,8PED,,0,0,,,,,N,
8PED1,PE,PHYSICAL EDUCATION,,08,2,,O,,04,08,PE,240,,,,8PED1,,0,0,,,,,N,
8PED2,PE,PHYSICAL EDUCATION,,08,2,,O,,04,08,PE,200,,,,8PED2,,0,0,,,,,N,
8PEX,PE,PHYSICAL EDUCATION EXTRA,,08,1,,I,,04,08,PE,,,,,,,0,0,,,,,N,
8PLP,CC,PERSONAL LEARNING PLAN,,08,4,,I,,09,08,MM,,,,,,,0,0,,,,,N,
8SCI,SC,SCIENCE,,08,4,,I,,05,08,SC,,,,,,,0,0,,,,,N,
8SCI1,SC,SCIENCE,,08,2,,I,,05,08,SC,240,,,,8SCI1,,0,0,,,,,N,
8SCIE,SC,SCIENCE,,08,4,,O,,05,08,SC,,,,,,,0,0,,,,,N,
8SCIL,SC,SCIENCE,,08,4,,O,,05,08,SC,,,,,,,0,0,,,,,N,
8SCIO,SC,SCIENCE,,08,4,,O,,05,08,SC,,,,,,,0,0,,,,,N,
8SCIP,SC,SCIENCE,,08,4,,O,,05,08,SC,,,,,,,0,0,,,,,N,
8SCIX,SC,SCIENCE,,08,4,,I,,05,08,SC,,,,,,,0,0,,,,,N,
8SCIY,SC,SCIENCE,,08,4,,I,,05,08,SC,,,,,,,0,0,,,,,N,
8SCIZ,SC,SCIENCE,,08,4,,I,,05,08,SC,,,,,,,0,0,,,,,N,
8SOS,SV,HUMANITIES,,08,2,,I,,06,08,SV,,,,,,,0,0,,,,,N,
8SOS1,SV,HUMANITIES,,08,2,,I,,06,08,SV,240,,,,8SOS1,,0,0,,,,,N,
8SOSX,SV,HUMANITIES EXTENSION,,08,2,,I,,06,08,SV,,,,,,,0,0,,,,,N,
8TSE1,TS,ENERGY TECHNOLOGY,ENERGY,08,1,,I,,08,08,ET,,,,,8TSE1,,0,0,,,,,N,
8TSES,TS,ENERGY STUDIES,,08,,,I,,08,08,ET,,,,,8TSES,,0,0,,,,,N,
8TUT,CC,TUTORING,,08,2,,I,,09,08,MS,,,,,,,0,0,,,,,N,
8TXT,HE,TEXTILES,,08,1,,I,,08,08,CT,,,,,8TXT,,0,0,,,,,N,
8TXT1,HE,TEXTILES,TEX,08,1,,I,,08,08,CT,,,,,8TXT1,,0,0,,,,,N,
8WWK,TS,WOODWORK,,08,1,,I,,08,08,DT,,,,,,,0,0,,,,,N,
8WWK1,TS,WOODWORK,WOODWORK,08,1,,I,,08,08,DT,,,,,8WWK1,,0,0,,,,,N,
9ART,AT,VISUAL ART,,09,2,,O,,07,09,AT,,,,,,,0,0,,,,,N,
9ART1,AT,ART,ART,09,2,,I,,07,09,AT,,,,,9ART1,,0,0,,,,,N,
9ART2,AT,ART,ART,09,2,,I,,07,09,AT,,,,,9ART2,,0,0,,,,,N,
9ARTS1,AT,ART,,09,1,,I,,07,09,AT,240,,,,9ARTS1,,0,0,,,,,N,
9ARTS2,AT,ART,,09,1,,I,,07,09,AT,240,,,,9ARTS2,,0,0,,,,,N,
9ARTS3,AT,ART,,09,1,,I,,07,09,AT,200,,,,9ARTS3,,0,0,,,,,N,
9ARTS4,AT,ART,,09,1,,I,,07,09,AT,200,,,,9ARTS4,,0,0,,,,,N,
9ARTSI,AT,SPECIAL INTEREST ART,,09,2,,I,,07,09,AT,,,,,9ARTSI,,0,0,,,,,N,
9CARE,AD,CARE GROUP,,09,4,,O,,09,09,HQ,100,,,,9CARE,,0,0,,,,,N,
9CHI,LE,CHINESE,,09,4,,O,,02,09,CI,,,,,,,0,0,,,,,N,
9CHIF,LE,CHINESE FULL,,09,2,,I,,02,09,CI,,,,,,,0,0,,,,,N,
9CHIH,LE,CHINESE HALF,,09,2,,I,,02,09,CI,,,,,,,0,0,,,,,N,
9CONS2,TS,CONS TECH,,09,1,,I,,08,09,TS,240,,,,9CONS2,,0,0,,,,,N,
9COTS1,TS,CONS TECH,,09,1,,I,,08,09,TS,240,,,,9COTS1,,0,0,,,,,N,
9COTS2,TS,CONS TECH,,09,1,,I,,09,09,TS,240,,,,9COTS2,,0,0,,,,,N,
9COTS3,TS,CONS TECH,,09,1,,I,,08,09,TS,200,,,,9COTS3,,0,0,,,,,N,
9COTS4,TS,CONS TECH,,09,1,,I,,08,09,TS,200,,,,9COTS4,,0,0,,,,,N,
9CR8FD,IT,CREATIVE FOOD FOR LIFE,,09,2,,O,,04,09,FH,,,,,,,0,0,,,,,N,
9DAN,AT,DANCE,,09,2,,O,,07,09,DA,,,,,,,0,0,,,,,N,
9DANS,AT,DANCE,,09,2,,I,,07,09,DA,,,,,,,0,0,,,,,N,
9DANS1,AT,DANCE,,09,2,,I,,07,09,DA,240,,,,9DANS1,,0,0,,,,,N,
9DANS2,AT,DANCE,,09,2,,I,,07,09,DA,240,,,,9DANS2,,0,0,,,,,N,
9DANS3,AT,DANCE,,09,1,,I,,07,09,DA,200,,,,9DANS3,,0,0,,,,,N,
9DANS4,AT,DANCE,,09,1,,I,,07,09,DA,200,,,,9DANS4,,0,0,,,,,N,
9DDNA,IT,DIGITAL DESIGN A,,09,2,,I,,08,09,IF,,,,,,,0,0,,,,,N,
9DDNB,IT,DIGITAL DESIGN B,,09,2,,I,,08,09,IF,,,,,,,0,0,,,,,N,
9DESS1,AT,DESIGN,,09,1,,I,,07,09,DE,240,,,,9DESS1,,0,0,,,,,N,
9DESS2,AT,DESIGN,,09,1,,I,,07,09,DE,240,,,,9DESS2,,0,0,,,,,N,
9DESS3,AT,DESIGN,,09,1,,I,,07,09,DE,200,,,,9DESS3,,0,0,,,,,N,
9DESS4,AT,DESIGN,,09,1,,I,,07,09,DE,200,,,,9DESS4,,0,0,,,,,N,
9DGP,IT,DIGITAL GRAPHICS,,09,2,,O,,08,09,ET,,,,,,,0,0,,,,,N,
9DIMS1,AT,DIGITAL MUSIC,,09,1,,I,,07,09,MU,240,,,,9DIMS1,,0,0,,,,,N,
9DIMS2,AT,DIGITAL MUSIC,,09,1,,I,,07,09,MU,240,,,,9DIMS2,,0,0,,,,,N,
9DIMS3,AT,DIGITAL MUSIC,,09,1,,I,,07,09,MU,200,,,,9DIMS3,,0,0,,,,,N,
9DIMS4,AT,DIGITAL MUSIC,,09,1,,I,,07,09,MU,200,,,,9DIMS4,,0,0,,,,,N,
9DRA,AT,DRAMA,,09,2,,O,,07,09,DR,,,,,9DRA,,0,0,,,,,N,
9DRAS,AT,DRAMA,,09,2,,I,,07,09,DR,,,,,,,0,0,,,,,N,
9DRAS1,AT,DRAMA,,09,2,,I,,07,09,DR,240,,,,9DRAS1,,0,0,,,,,N,
9DRAS2,AT,DRAMA,,09,1,,I,,07,09,DR,240,,,,9DRAS2,,0,0,,,,,N,
9DRAS3,AT,DRAMA,,09,1,,I,,07,09,DR,200,,,,9DRAS3,,0,0,,,,,N,
9DRAS4,AT,DRAMA,,09,1,,I,,07,09,DR,200,,,,9DRAS4,,0,0,,,,,N,
9DTE,IT,DIGITAL TECHNOLOGY,,09,2,,O,,09,09,ET,,,,,,,0,0,,,,,N,
9DTEA,IT,DIGITAL TECHNOLOGY A,,09,2,,I,,08,09,ET,,,,,,,0,0,,,,,N,
9DTEB,IT,DIGITAL TECHNOLOGY B,,09,2,,I,,08,09,ET,,,,,,,0,0,,,,,N,
9EALA,ED,ENGLISH AS AN ADDITIONAL LANG A,,09,4,,O,,01,09,TX,,,,,,,0,0,,,,,N,
9EALB,ED,ENGLISH AS AN ADDITIONAL LANG B,,09,4,,O,,01,09,TX,,,,,,,0,0,,,,,N,
9ENG,EG,ENGLISH,,09,4,,I,,01,09,EG,,,,,,,0,0,,,,,N,
9ENG1,EG,ENGLISH,,09,2,,I,,01,09,EG,240,,,,9ENG1,,0,0,,,,,N,
9ENGL,EG,ENGLISH,,09,4,,O,,01,09,EG,,,,,,,0,0,,,,,N,
9ENGO,EG,ENGLISH,,09,4,,O,,01,09,EG,,,,,,,0,0,,,,,N,
9ENGP,EG,ENGLISH,,09,4,,O,,01,09,EG,,,,,,,0,0,,,,,N,
9ENGTEC,IT,ENGINEERING TECH,,09,2,,,,08,09,ET,,,,,,,0,0,,,,,N,
9ENGX,EG,ENGLISH,,09,4,,I,,01,09,EG,,,,,9ENGX,,0,0,,,,,N,
9ENGY,EG,ENGLISH,,09,4,,I,,01,09,EG,,,,,,,0,0,,,,,N,
9ENGZ,EG,ENGLISH,,09,4,,I,,01,09,EG,,,,,,,0,0,,,,,N,
9ESL,ED,ENGLISH AS A SECOND LANGUAGE PHASE 4/5,,09,4,,I,,01,09,EG,,,,,9ESL,,0,0,,,,,N,
9ESL1,ED,ENGLISH AS A SECOND LANGUAGE,,09,4,,I,,01,09,EG,240,,,,9ESL1,,0,0,,,,,N,
9ESLA,ED,ENGLISH AS A SECOND LANGUAGE A,,09,4,,I,,01,09,TX,,,,,,,0,0,,,,,N,
9ESLB,ED,ENGLISH AS A SECOND LANGUAGE B,,09,4,,I,,01,09,TX,,,,,,,0,0,,,,,N,
9ESLEA,ED,ENGLISH AS A SECOND LANGUAGE A,,09,4,,I,,01,09,TX,,,,,,,0,0,,,,,N,
9ESLEB,ED,ENGLISH AS A SECOND LANGUAGE B,,09,4,,I,,01,09,TX,,,,,,,0,0,,,,,N,
9FOD,IT,FOOD AND NUTRITION,,09,2,,O,,04,09,HE,,,,,,,0,0,,,,,N,
9GER1,LE,GERMAN,,09,2,,I,,02,09,GM,240,,,,9GER1,,0,0,,,,,N,
9GERH,LE,GERMAN HALF,,09,2,,I,,02,09,GM,,,,,9GERH,,0,0,,,,,N,
9GEX1,LE,GERMAN EXTENSION,,09,2,,I,,02,09,GM,240,,,,9GEX1,,0,0,,,,,N,
9GRK1,LE,GREEK,,09,2,,I,,02,09,GK,240,,,,9GRK1,,0,0,,,,,N,
9GRKH,LE,GREEK HALF,,09,2,,I,,02,09,GK,,,,,9GRKH,,0,0,,,,,N,
9HEC,HE,FOOD,,09,2,,I,,04,09,HE,,,,,,,0,0,,,,,N,
9HEC1,HE,HOME EC,,09,2,,I,,08,09,HE,240,,,,9HEC1,,0,0,,,,,N,
9HEC2,HE,HOME EC,,09,2,,I,,04,09,HE,200,,,,9HEC2,,0,0,,,,,N,
9HECSI,HE,SPECIAL INTEREST HOME EC,,09,2,,I,,04,09,HE,,,,,9HECSI,,0,0,,,,,N,
9HPE,PE,HEALTH AND PHYSICAL EDUCATION,,09,4,,O,,04,09,PE,,,,,,,0,0,,,,,N,
9HPE1,PE,HEALTH AND PHYSICAL EDUCATION,,09,4,,I,,04,09,PE,240,,,,9HPE1,,0,0,,,,,N,
9HPE2,PE,PHYSICAL EDUCATION,,09,2,,I,,04,09,PE,200,,,,9HPE2,,0,0,,,,,N,
9HUM,SV,HUMANITIES,,09,4,,I,,06,09,SV,,,,,,,0,0,,,,,N,
9HUM2,SV,HUMANITIES 2,,09,1,,I,,06,09,SV,,,,,,,0,0,,,,,N,
9HUME,SV,HUMANITIES,,09,4,,O,,06,09,SV,,,,,,,0,0,,,,,N,
9HUML,SV,HUMANITIES,,09,4,,O,,06,09,SV,,,,,,,0,0,,,,,N,
9HUMO,SV,HUMANITIES,,09,4,,O,,06,09,SV,,,,,,,0,0,,,,,N,
9HUMP,SV,HUMANITIES,,09,4,,O,,06,09,SV,,,,,,,0,0,,,,,N,
9HUMX,SV,HUMANITIES,,09,4,,I,,06,09,SV,,,,,,,0,0,,,,,N,
9HUMY,SV,HUMANITIES,,09,4,,I,,06,09,SV,,,,,,,0,0,,,,,N,
9HUMZ,SV,HUMANITIES,,09,4,,I,,06,09,SV,,,,,,,0,0,,,,,N,
9ICT,IT,COMPUTING,,09,1,,I,,08,09,IF,,,,,9ICT,,0,0,,,,,N,
9ITA,LE,ITALIAN,,09,4,,O,,02,09,IT,,,,,,,0,0,,,,,N,
9ITA1,LE,ITALIAN,,09,2,,I,,02,09,IT,240,,,,9ITA1,,0,0,,,,,N,
9ITAF,LE,ITALIAN FULL,,09,2,,I,,02,09,IT,,,,,,,0,0,,,,,N,
9ITAH,LE,ITALIAN HALF,,09,2,,I,,02,09,IT,,,,,9ITAH,,0,0,,,,,N,
9ITAPH,LE,ITALIAN PHASE 1,,09,2,,I,,02,09,IT,,,,,,,0,0,,,,,N,
9ITX1,LE,ITALIAN EXTENSION,,09,2,,I,,02,09,IT,240,,,,9ITX1,,0,0,,,,,N,
9JAP1,LE,JAPANESE,,09,2,,I,,02,09,JA,,,,,9JAP1,,0,0,,,,,N,
9JAPF,LE,JAPANESE FULL,,09,2,,I,,02,09,JA,,,,,,,0,0,,,,,N,
9JAPH,LE,JAPANESE HALF,,09,2,,I,,02,09,JA,,,,,9JAPH,,0,0,,,,,N,
9KAU,LE,KAURNA,,09,2,,I,,02,09,AB,,,,,9KAU,,0,0,,,,,N,
9KAU1,LE,KAURNA,,09,2,,I,,02,09,AV,,,,,9KAU1,,0,0,,,,,N,
9LIT,EG,LITERACY,,09,4,,I,,01,09,EG,,,,,,,0,0,,,,,N,
9LITAF,EG,LITERACY,,09,4,,O,,01,08,EG,,,,,,,0,0,,,,,N,
9LITCOACH,CC,LITERACY COACHING,,09,,,,,09,09,MS,,,,,,,0,0,,,,,N,
9LITE,EG,ESL LITERACY,,09,4,,I,,01,09,EG,,,,,,,0,0,,,,,N,
9LITP,EG,LITERACY,,09,4,,O,,01,09,EG,,,,,,,0,0,,,,,N,
9LITT,LS,LEARNING SUPPORT,,09,4,,I,,02,09,EG,,,,,,,0,0,,,,,N,
9LITY,EG,LITERACY,,09,4,,I,,01,09,EG,,,,,,,0,0,,,,,N,
9LITZ,EG,LITERACY,,09,4,,I,,01,09,EG,,,,,,,0,0,,,,,N,
9LNKLIT,EG,LINK LITERACY,,09,2,,I,,01,09,EG,,,,,,,0,0,,,,,N,
9LNKMA,MA,LINK MATHS,,09,2,,I,,03,09,MA,,,,,9LNKMA,,0,0,,,,,N,
9LNKSCI,SC,LINK SCIENCE,,09,2,,I,,05,09,SC,,,,,,,0,0,,,,,N,
9LNSP,LS,LEARNING SUPPORT,,09,4,,O,,02,09,EG,,,,,,,0,0,,,,,N,
9MDNM,IT,METALWORK,,09,2,,O,,08,09,DT,,,,,,,0,0,,,,,N,
9MDNW,IT,WOODWORK,,09,2,,O,,08,09,DT,,,,,,,0,0,,,,,N,
9METS1,TS,METALWORK,,09,2,,I,,08,09,MW,240,,,,9METS1,,0,0,,,,,N,
9METS2,TS,METALWORK,,09,1,,I,,08,09,MW,240,,,,9METS2,,0,0,,,,,N,
9METS3,TS,METALWORK,,09,1,,I,,08,09,MW,200,,,,9METS3,,0,0,,,,,N,
9METS4,TS,METALWORK,,09,1,,I,,08,09,MW,200,,,,9METS4,,0,0,,,,,N,
9MKT,IT,MAKERS TECH,,09,2,,O,,08,09,MS,,,,,,,0,0,,,,,N,
9MME,IT,DIGITAL MEDIA,,09,2,,I,,08,09,ME,,,,,9MME,,0,0,,,,,N,
9MMES1,AT,MULTI MEDIA,,09,2,,I,,07,09,CP,240,,,,9MMES1,,0,0,,,,,N,
9MMES2,AT,MULTI MEDIA,,09,1,,I,,07,09,CP,240,,,,9MMES2,,0,0,,,,,N,
9MMES3,AT,MULTIMEDIA,,09,1,,I,,07,09,CP,200,,,,9MMES3,,0,0,,,,,N,
9MMES4,AT,MULTIMEDIA,,09,1,,I,,07,09,CP,200,,,,9MMES4,,0,0,,,,,N,
9MMESI,IT,SPECIAL INTEREST MULTIMEDIA,,09,2,,I,,07,09,CP,,,,,9MMESI,,0,0,,,,,N,
9MTH,MA,MATHEMATICS,,09,4,,I,,03,09,MA,,,,,9MTH,,0,0,,,,,N,
9MTH1,MA,MATHEMATICS,,09,2,,I,,03,09,MA,240,,,,9MTH1,,0,0,,,,,N,
9MTHE,MA,MATHEMATICS,,09,4,,O,,03,09,MA,,,,,,,0,0,,,,,N,
9MTHG,MA,MATHS,,09,2,,I,,03,09,MA,,,,,9MTHG,,0,0,,,,,N,
9MTHL,MA,MATHEMATICS,,09,4,,O,,03,09,MA,,,,,,,0,0,,,,,N,
9MTHO,MA,MATHEMATICS,,09,4,,O,,03,09,MA,,,,,,,0,0,,,,,N,
9MTHP,MA,MATHEMATICS,,09,4,,O,,03,09,MA,,,,,,,0,0,,,,,N,
9MTHX,MA,MATHEMATICS,,09,4,,I,,03,09,MA,,,,,9MTHX,,0,0,,,,,N,
9MTHY,MA,MATHEMATICS,,09,4,,I,,03,09,MA,,,,,,,0,0,,,,,N,
9MTHZ,MA,MATHEMATICS,,09,4,,I,,03,09,MA,,,,,,,0,0,,,,,N,
9MUS,AT,MUSIC,,09,2,,O,,07,09,MU,,,,,9MUS,,0,0,,,,,N,
9MUS1,AT,MUSIC HALF,,09,2,,I,,07,09,MU,,,,,,,0,0,,,,,N,
9MUS2,AT,MUSIC,,09,2,,I,,07,09,MU,,,,,,,0,0,,,,,N,
9MUSA,AT,MUSIC A,,09,2,,I,,07,09,MU,,,,,,,0,0,,,,,N,
9MUSB,AT,MUSIC B,,09,2,,I,,07,09,MU,,,,,,,0,0,,,,,N,
9MUSF,AT,MUSIC (FULL YEAR),,09,2,,I,,07,09,MU,,,,,9MUSF,,0,0,,,,,N,
9MUSH,AT,MUSIC HALF,,09,2,,I,,07,09,MU,,,,,9MUS,,0,0,,,,,N,
9MUSS1,AT,MUSIC,,09,2,,I,,07,09,MU,240,,,,9MUSS1,,0,0,,,,,N,
9MUSS2,AT,MUSIC,,09,1,,I,,07,09,MU,240,,,,9MUSS2,,0,0,,,,,N,
9MUSS3,AT,MUSIC,,09,1,,I,,07,09,MU,200,,,,9MUSS3,,0,0,,,,,N,
9MUSS4,AT,MUSIC,,09,1,,I,,07,09,MU,200,,,,9MUSS4,,0,0,,,,,N,
9MUSSI,AT,SPECIAL INTEREST MUSIC,,09,2,,I,,07,09,MU,,,,,,,0,0,,,,,N,
9MWK,TS,METALWORK,,09,2,,I,,08,09,DT,,,,,9MWK,,0,0,,,,,N,
9NLIT,CC,NUMERACY/LITERACY,,09,2,,,,09,09,ZZ,,,,,,,0,0,,,,,N,
9PD,CC,PERSONAL DEVELOPMENT,,09,4,,I,,09,09,HQ,,,,,,,0,0,,,,,N,
9PDV,CC,PERSONAL DEVELOPMENT,,09,4,,O,,09,09,MM,,,,,,,0,0,,,,,N,
9PED,PE,PHYSICAL EDUCATION,,09,2,,O,,04,09,PE,,,,,,,0,0,,,,,N,
9PED1,PE,PHYSICAL EDUCATION,PE,09,2,,O,,04,09,PE,,,,,9PED1,,0,0,,,,,N,
9PED2,PE,PHYSICAL EDUCATION,PE,09,2,,O,,04,09,PE,,,,,9PED2,,0,0,,,,,N,
9PERF,AT,PERFORMING ARTS,,09,1,,I,,07,09,ZD,,,,,,,0,0,,,,,N,
9PESI,PE,SPECIAL INTEREST PHYSICAL EDUCATION,,09,2,,I,,04,09,PE,,,,,9PESI,,0,0,,,,,N,
9PHE,PE,PHYSICAL AND HEALTH EDUCATION,,09,2,,O,,04,09,PE,,,,,,,0,0,,,,,N,
9PLP,CC,PERSONAL LEARNING PLAN,,09,4,,I,,09,09,MM,,,,,,,0,0,,,,,N,
9RBT,IT,ROBOTICS,,09,2,,O,,08,09,ET,,,,,,,0,0,,,,,N,
9SCI,SC,SCIENCE,,09,4,,I,,05,09,SC,,,,,,,0,0,,,,,N,
9SCI1,SC,SCIENCE,,09,2,,I,,05,09,SC,240,,,,9SCI1,,0,0,,,,,N,
9SCIE,SC,SCIENCE,,09,4,,O,,05,09,SC,,,,,,,0,0,,,,,N,
9SCIG,SC,SCIENCE,,09,2,,I,,05,09,SC,,,,,,,0,0,,,,,N,
9SCIL,SC,SCIENCE,,09,4,,O,,05,09,SC,,,,,,,0,0,,,,,N,
9SCIO,SC,SCIENCE,,09,4,,O,,05,09,SC,,,,,,,0,0,,,,,N,
9SCIP,SC,SCIENCE,,09,4,,O,,05,09,SC,,,,,,,0,0,,,,,N,
9SCIX,SC,SCIENCE,,09,4,,I,,05,09,SC,,,,,9SCIX,,0,0,,,,,N,
9SCIY,SC,SCIENCE,,09,4,,I,,05,09,SC,,,,,,,0,0,,,,,N,
9SCIZ,SC,SCIENCE,,09,4,,I,,05,09,SC,,,,,,,0,0,,,,,N,
9SOS,SV,HUMANITIES,,09,2,,I,,06,09,SV,,,,,,,0,0,,,,,N,
9SOS1,SV,HUMANITIES,,09,2,,I,,06,09,SV,240,,,,9SOS1,,0,0,,,,,N,
9SOSELEC1,SV,SOSE DOLPHINS,,09,1,,I,,06,09,SV,,,,,9SOSELEC1,,0,0,,,,,N,
9SOSELEC2,SV,SOSE BONSAI,,09,1,,I,,06,09,SV,,,,,9SOSELEC2,,0,0,,,,,N,
9SOSELEC3,SV,SOSE FLY,,09,1,,I,,06,09,SV,,,,,9SOSELEC3,,0,0,,,,,N,
9SOSELEC4,SV,SOSE HOLDENS,,09,1,,I,,06,09,SV,,,,,9SOSELEC4,,0,0,,,,,N,
9SOSELEC5,SV,SOSE POLITICS,,09,1,,I,,06,09,SV,,,,,9SOSELEC5,,0,0,,,,,N,
9SOSELEC6,SV,SOSE PANDEMONIUM,,09,1,,I,,06,09,SV,,,,,9SOSELEC6,,0,0,,,,,N,
9SOSELEC7,SV,SOSE FOOD,,09,1,,I,,06,09,SV,,,,,9SOSELEC7,,0,0,,,,,N,
9TECS,TS,SPECIAL INTEREST TECH STUDIES,,09,2,,I,,08,09,TS,,,,,9TECS,,0,0,,,,,N,
9THDSI,AT,SPECIAL INTEREST THEATRE DESIGN,,09,2,,I,,07,09,DR,,,,,,,0,0,,,,,N,
9TUT,CC,TUTORING,,09,2,,I,,09,09,MS,,,,,,,0,0,,,,,N,
9TXT,HE,TEXTILES,,09,2,,I,,04,09,HE,,,,,,,0,0,,,,,N,
9TXT1,HE,TEXTILES,TEXTILES,09,2,,I,,08,09,CT,,,,,9TXT1,,0,0,,,,,N,
9WWK,TS,WOODWORK,,09,2,,I,,08,09,DT,,,,,,,0,0,,,,,N,
9WWK1,TS,WOODWORK,WW,09,2,,I,,08,09,WW,,,,,9WWK1,,0,0,,,,,N,
